225408,1353452
-4852680,1339705
-3326680,1335644
18784,1324253
-4883200,1320143
2066400,1319238
1794240,1319145
-3296160,1317265
188664,1316813
359775,1315816
-268498,1314378
2687516,1299993
-4913720,1298035
-3265640,1293930
999411,1289550
3100980,1277007
-4944240,1273601
-3235120,1272186
239850,1270186
930294,1263405
-3204600,1252807
2302560,1252501
-4974760,1250840
713865,1249432
1031355,1243522
159664,1239595
140880,1235749
-5005280,1233383
-3174080,1230855
471660,1229841
534548,1224471
1858320,1216053
-5035800,1210294
-3143560,1204822
5168300,1203474
62888,1193766
178448,1189269
-3113040,1187405
-5066320,1186190
167895,1183694
597436,1182415
1055340,1174652
-276395,1173744
191880,1172552
122096,1172402
-223074,1171361
-732480,1170608
-5096840,1163087
1284957,1161676
-3082520,1159540
2894248,1156701
408772,1154632
-701960,1154619
8269280,1151702
197232,1151251
2790882,1148482
660324,1147442
-3052000,1146383
-5127360,1141043
817544,1140688
1079325,1138104
206732,1124891
244192,1123418
-3021480,1122361
880432,1121322
-793520,1121049
-24786,1118782
-5157880,1117847
1295190,1116766
2210215,1113150
-2990960,1104928
-5188400,1100168
13264560,1099350
13072320,1098194
262976,1096853
13456800,1095159
620196,1093700
12880080,1091152
-2960440,1090079
13649040,1086426
1103310,1086068
310098,1083189
12687840,1081036
13200480,1078422
-5218920,1077919
13008240,1077292
13136400,1076269
13328640,1075546
12944160,1073337
13392720,1072658
13841280,1071617
-2929920,1071331
12495600,1070681
2174585,1070184
13520880,1068562
12816000,1067819
13584960,1066543
12751920,1065638
2997614,1060658
1127295,1060170
13713120,1059225
-5249440,1058191
826928,1057772
12303360,1057358
345884,1056333
12623760,1055545
14033520,1055387
95940,1055380
13777200,1054930
103312,1054659
12559680,1053069
119925,1049581
1136682,1049015
-2899400,1048810
13905360,1046871
216016,1045723
12431520,1045208
12111120,1044727
3617810,1043477
12367440,1042673
723212,1042535
1180489,1041401
1118358,1039931
13969440,1038987
-5279960,1036780
12239280,1034157
-2868880,1033052
12175200,1030505
14225760,1028945
11918880,1028923
1452427,1023598
14097600,1023114
-1709120,1022050
1986480,1021206
12047040,1019482
-5310480,1018823
14161680,1018292
1304751,1016513
11982960,1016380
-2838360,1014676
1199831,1014490
11726640,1013405
1713276,1012554
-347468,1012318
14418000,1008289
723562,1005453
-5341000,1004746
14289840,1003768
11854800,1003433
3204346,1002610
1429013,1002169
1073533,1001634
-2807840,1001417
71955,1001187
1056227,1000454
1366882,999088
11790720,998719
1491144,998619
-292189,998359
4134640,997860
14353920,997080
786100,996323
234800,994369
11534400,993915
-1098720,993603
1389278,993383
-5371520,986576
994096,986355
-74358,985471
11662560,985328
-2777320,984399
-763000,983393
14610240,981825
11598480,980141
14482080,979695
1175265,977841
142773,976978
-2746800,976372
11342160,975107
-190026,973362
2306880,972699
14546160,972660
2050560,971681
-5402040,971423
-297432,968647
1326129,966002
11470320,965916
11406240,963582
3307712,959290
-2716280,956935
-5432560,956298
1515576,954987
1006208,954971
11149920,953027
14674320,952601
1570503,951570
1094593,951509
14802480,950832
-206550,950474
-300086,950343
1615406,949932
11278080,947775
-93240,947677
14738400,945047
413464,945001
-2502640,944172
-2685760,943785
2499120,943093
11214000,941915
300544,940275
-5463080,938767
2222369,938596
-272646,937909
-181764,934966
2119003,928419
14866560,927646
-2655240,927553
1199250,927522
2525960,927385
10957680,927224
14994720,926256
11085840,926013
-5493600,923229
-66600,923025
11021760,919682
1189775,919559
-165240,919461
3411078,919296
-2624720,918762
-214812,918094
848988,917455
253584,917399
1768172,917120
-156978,916873
-854560,916468
14930640,915958
869834,915173
428319,913723
1010384,911938
2015637,909611
1047002,909333
-5524120,908690
2429101,907882
-2594200,907714
1641874,904938
10765440,902278
10893600,902091
1739668,900138
15058800,898832
-2563680,898171
15186960,897490
904229,896554
1677537,896330
951820,895856
-5554640,894848
10829520,893152
820937,892860
15122880,891772
1705023,891669
2485240,891164
2739199,891045
943320,889892
-2533160,889635
3514444,889498
1237366,888562
-239598,888211
884086,887848
-1831200,887554
2325735,887203
2532467,883082
-2380560,882830
2635833,880189
281760,880085
-5585160,879632
-2472120,879084
-2441600,873771
10701360,873491
-140454,873045
10573200,872564
15251040,872225
1257760,871148
-5615680,870068
-231336,868998
1380139,868170
15379200,867320
1912271,865468
10637280,864109
15315120,863442
-307983,863349
-824040,860510
3157450,859858
5382720,859424
1223235,858465
757788,856610
1332548,856488
809047,855716
3460320,854990
1446480,854365
-5646200,852242
-2411080,851019
3106550,850723
-256122,850291
10509120,846386
10380960,845641
15443280,843683
-5676720,843093
375680,843079
1247220,841883
2842565,841217
-2319520,840888
2945931,840524
15571440,838430
1801799,838011
10445040,837989
-2147984,835803
1475321,835706
-2179572,834907
4651470,834903
-2163778,834473
1831321,833668
15507360,833439
-2132190,832976
-2140087,832722
-2155881,832663
-2171675,832106
-2195366,832012
-2187469,831968
-2116396,831681
-2203263,831189
-2124293,830880
-2211160,830759
911876,829649
-5707240,829411
-2219057,829275
-2226954,828651
-2100602,827560
-2242748,826017
-2108499,825930
-2350040,825733
272368,825715
1998822,824550
-2234851,822531
-2084808,822258
-2092705,821557
-2258542,819841
-2076911,819622
-2250645,819101
-5737760,818024
-2069014,817958
10188720,817477
10316880,817186
2178720,816962
15635520,816229
-2274336,815343
-2053220,814508
-2266439,814341
15763680,813833
-2061117,813548
1583010,811929
-2045323,810825
-2037426,809941
10252800,809532
1602173,809450
1808905,809149
-5768280,808884
-2021632,808146
-2282233,808108
745572,807701
3049297,807533
-2029529,806979
15699600,805989
-2290130,805676
1957619,802953
-2005838,802116
3721176,801554
-5798800,801448
-2013735,801177
-2298027,800526
-2305924,799540
1705539,799329
84528,799218
282996,798039
-1997941,797805
3152663,797545
-1990044,797485
1926061,796869
3256029,795618
-1982147,795235
1271205,793232
-1974250,792769
2020768,792369
-2313821,791831
-5829320,791779
-347004,790982
10124640,790804
1988192,790287
15827760,789735
-2289000,789568
-1958456,788925
-1966353,788710
-2321718,788248
9996480,787983
807703,787842
-264384,785844
215865,785738
-1220800,785708
2083917,784506
-5859840,784381
15955920,784286
-1950559,783152
-2329615,781471
10060560,781429
15891840,781405
-1942662,779854
-2337512,779440
1859760,777957
1856049,776957
-2258480,776109
-1934765,774356
-1926868,774335
-5890360,774121
-322218,773298
-2345409,773214
-2353306,771358
-132192,770814
1522912,770063
2050323,769644
-885080,769137
1498807,768379
-1918971,768052
-1911074,767106
-915600,766357
-2361203,765635
-5920880,764963
1131984,764592
-2369100,763437
1618094,762671
2242800,762297
3359395,762285
-1903177,762234
9932400,762121
-280908,761607
-1895280,761549
16020000,761149
9804240,760010
-323777,759630
-5951400,759370
-2376997,755263
-946120,755146
-1887383,755144
9868320,754540
-5981920,753723
16148160,752105
-2384894,751974
-1879486,751748
2841705,751718
761456,750824
16084080,750162
3462761,749422
-1863692,748945
2855460,748796
-2227960,747770
-1871589,746727
-6012440,746716
-1892240,745981
-2392791,745472
-1855795,742014
974764,741970
-119880,741520
-2400688,741423
-1159760,741283
2479680,741048
338112,740997
-6042960,740077
-331674,739620
291152,739385
-289170,738936
-2197440,738525
-1847898,738459
2147066,737935
3824542,737411
9740160,736077
-6073480,735516
-2408585,735384
-1840001,732156
9612000,731746
-1832104,731521
16212240,730821
-6104000,730168
-2416482,730141
-2166920,729969
-159840,729858
62131,729514
1665685,729507
-1953280,729004
-1816310,727087
-1824207,726981
-6134520,726586
-2424379,725290
9676080,724571
2112454,724479
2284368,724425
-2136400,724036
16340400,722938
2691360,722150
2795895,722029
-884464,720377
2686320,720236
-6165040,719601
-2105880,719373
-2432276,719361
16276320,718654
-1808413,718110
-1800516,717916
-495720,717254
1319175,716485
5767200,715657
-2440173,714094
694639,713060
-6195560,712985
3566127,711741
31444,711055
-2075360,710554
-2448070,708140
9547920,706934
-6226080,706604
-1792619,706404
-1922760,706076
-305694,705373
9419760,705294
3927908,704830
-1784722,704168
-2044840,703751
2012416,703706
-1983800,703693
-396576,703583
9392,703187
1760867,702659
-2014320,702375
-2455967,700984
16404480,700092
-2463864,699803
4970480,699300
-6256600,699226
9483840,698934
16532640,697101
-1776825,696165
5051920,694908
-379056,694171
-568584,693939
-1768928,692983
1570464,691611
-1037680,691407
-2471761,691290
-6287120,691172
16468560,690628
-1770160,690616
2370960,690288
-2479658,689886
-1007160,687288
3669493,686992
1033200,686950
-1190280,686892
-1861720,685747
-6317640,685123
601088,685048
-2495452,684859
-410644,684653
-1761031,683777
1487808,682978
9355680,682851
2273364,681554
9227520,680835
-2487555,680602
4031274,680500
-1753134,679837
1069096,678613
-313956,678572
-6348160,677466
1157184,677229
9291600,677151
319328,677119
-1403920,676651
-1745237,673068
16596720,672948
-2503349,671242
1808458,670421
-1281840,670418
-1737340,669748
-6378680,669571
-101232,669428
16724880,669265
3772859,669052
2236716,668916
-2511246,666455
16660800,666188
2435040,665891
-1729443,665037
1343160,661860
-339571,661497
1322496,661443
-1721546,661327
-8262,660720
9163440,660176
9035280,659547
-2519143,659540
-6409200,658223
1405152,657914
1074528,657464
-2527040,657389
1037652,656248
683441,655662
47591,655638
5685130,655372
9099360,655264
-1713649,652641
3844800,652433
1903640,652100
-95904,651500
2336513,651021
16917120,651013
-330480,650741
-6439720,650295
-1251320,650100
-1705752,650059
-1800680,650034
309936,649918
-2534937,649611
16788960,649327
4568736,648840
-74592,645332
7881840,645090
-1495480,644598
-2542834,643273
16853040,642959
2298847,642480
-6470240,642008
-1697855,641810
-1689958,640293
-1526000,640027
8971200,638943
2399662,638618
8843040,638488
1735776,638282
666274,637681
-2550731,637509
-85248,636335
-90576,634988
4132800,634958
-1068200,634885
8907120,634032
-2558628,634028
-6500760,633658
-1342880,632077
3876225,631856
-338742,631686
1951231,631268
-1682061,630350
-115668,630204
16981200,629108
-793152,629029
-1674164,628973
-6531280,628291
1395441,627372
-2566525,627083
8650800,627031
17109360,626913
-1129240,623118
17045280,622284
2273040,621680
-1666267,621170
-2574422,620181
-111888,619712
8778960,619669
4029480,618881
1367145,618258
2360978,618102
-69264,616749
-6561800,616747
-1739640,614955
8714880,614724
-1658370,614573
-2582319,614126
2563200,613657
-1373400,612048
-2590216,611762
-1312360,610681
-6592320,610478
3652560,609821
2141595,609813
4238006,609655
7497360,609357
3979591,609012
-1434440,608931
-1650473,608489
17173440,607621
-371790,606759
17301600,606581
-1464960,604957
-1642576,604504
-1678600,604261
-6622840,603994
-1556520,603659
-2598113,603490
8586720,603113
8458560,602022
-39960,601762
17237520,599714
8522640,599176
-1648080,598966
65744,598637
1391130,598550
-2606010,598443
-266400,598340
18390960,597902
991872,597584
1818432,597286
-107406,596553
-1634679,595733
2462811,595415
-1587040,594685
1901088,594670
-1617560,594601
2569914,594588
618683,593837
-6653360,593778
6612480,593472
-2613907,592685
-1626782,592236
568341,592078
2590380,591885
2423109,591487
220108,591111
-2621804,589251
2892960,588699
-6683880,588370
8266320,587745
-355365,586701
17493840,586558
17365680,586136
-1618885,585666
-1610988,585537
8394480,585414
-363262,584611
1983744,584232
2627280,584135
-355266,583439
17429760,583093
8330400,581650
2046413,581483
-2629701,581482
2883600,580636
7689600,580092
-117216,579845
